書名	総合評価	戦法	著者	発行年月	難易度
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/434/4-434-06068-6.htm"",""V2文庫 詰将棋を始める前に読む本 捨て駒の達人"")"	D			2005年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-0899-0.htm"",""MYCOM将棋文庫(6) 【新版】将棋入門 入門書の決定版"")"	A			2003年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-630-5.htm"",""すぐ勝てる将棋入門"")"	S	四間飛車, 中飛車, 居飛車, 角換わり, 横歩取り, 三間飛車, 振り飛車		1995年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0381-1.htm"",""パワーアップシリーズ 二枚落ち裏定跡"")"	A			2005年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-00002-1.htm"",""MAN TO MAN BOOKS 将棋テスト あなたならどう指す 次の一手 第1集"")"	C			1975年	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/528/4-528-00473-9.htm"",""マンガでわかる 将棋の基本戦法"")"	E	四間飛車	淡路仁茂	1993年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-0394-8.htm"",""将棋の力をつける本 基礎を創る終盤の考え方"")"	A			2000年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/528/4-528-01511-0.htm"",""頭の体操 実戦 詰将棋を楽しむ 詰将棋は将棋の上達、特に終盤の力を養います"")"	B			2003年11月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-00004-8.htm"",""MAN TO MAN BOOKS あなたの棋力を採点する 第2集"")"	B			1973年	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/340/4-340-07115-3.htm"",""<新選>原田詰将棋200題 基本の詰め手筋"")"	A			1974年	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/340/4-340-07102-1.htm"",""基本の妙手 <原田>精選詰将棋200題"")"	B			1976年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-81181-8.htm"",""一九八九年の挑戦者"")"	D			1984年11月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/537/4-537-20241-6.htm"",""やまと先生の 入門！将棋教室 すぐに指せる、強くなる!!上達するから面白い!!"")"	A			2003年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-07118-2.htm"",""MAN TO MAN BOOKS スラスラ捌く 攻防手筋集"")"	D			1980年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-00608-9.htm"",""MAN TO MAN BOOKS それからどう指す 投了からの寄せ手筋"")"	C			1978年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-07116-6.htm"",""MAN TO MAN BOOKS スラスラ解ける 将棋手筋集(2)"")"	B			1978年	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-07115-8.htm"",""MAN TO MAN BOOKS スラスラ解ける 将棋手筋集(1)"")"	B			1978年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-1862-7.htm"",""実戦に役立つ詰将棋3手5手"")"	B		週刊将棋 【監 修】 渡辺明	2005年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-67008-4.htm"",""一手決断☆将棋戦法(8) 森安流 力戦四間飛車"")"	C	四間飛車, 振り飛車, 居飛車		1986年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75067-4.htm"",""初段に挑戦するシリーズ(17) とっておきの詰将棋 2"")"	B			1987年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-67006-8.htm"",""一手決断☆将棋戦法(6) 田中流 鉄壁居飛車穴熊"")"	C	四間飛車, 中飛車, 居飛車, 三間飛車, 振り飛車		1986年5月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89287/4-89287-053-6.htm"",""王将ブックス DELUXE版 ―駒落ちシリーズ(3) 飛車落ち必勝法"")"	B	四間飛車, 居飛車		1988年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-07993-0.htm"",""森信雄の 勝ちにいく！詰将棋ドリル 反復練習で身につく一手・三手・五手詰め"")"	A			2005年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-67007-6.htm"",""一手決断☆将棋戦法(7) 中原流 最強左美濃"")"	C	四間飛車, 居飛車, 振り飛車, 三間飛車, 中飛車		1986年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/620/4-620-50478-5.htm"",""第58期将棋名人戦"")"	D	角換わり, 横歩取り	毎日新聞社	2000年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75024-0.htm"",""実力養成100問(4) 次の一手「詰めと必死」"")"	B			1989年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/262/4-262-10120-7.htm"",""どんどん強くなる こども将棋 囲いの破り方入門"")"	B		中原誠	1996年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0076/0076-480093-2253.htm"",""プロを攻略する 巨泉流飛車落定跡"")"	B		大内延介	1977年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/620/4-620-50477-7.htm"",""第57期将棋名人戦"")"	D	四間飛車, 角換わり, 居飛車, 横歩取り	毎日新聞社	1999年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/14/4-14-016132-9.htm"",""NHK将棋シリーズ 木村一基の 急戦・四間飛車破り"")"	A	四間飛車		2005年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-67009-2.htm"",""一手決断☆将棋戦法(9) 米長流 速攻居飛車"")"	C	居飛車		1986年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-510-4.htm"",""週将ブックスオレンジシリーズ(8) 振り飛車の逆襲 居飛穴なんかコワくない"")"	A	四間飛車, 居飛車, 振り飛車, 三間飛車, 中飛車	中原誠	1987年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/620/4-620-50476-9.htm"",""第56期将棋名人戦"")"	D	四間飛車, 角換わり, 中飛車, 居飛車	毎日新聞社	1998年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/593/4-593-57186-3.htm"",""知りたい！なりたい！職業ガイド 囲碁/将棋にかかわる仕事 囲碁棋士/将棋棋士/用具製作者"")"	E			2005年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/2076/2076-311930-7108.htm"",""ヤング・レジャー(19) 現代将棋読本《入門編》 将棋の考え方 ●定跡の暗記より詰めの形で理解しよう！"")"	B	四間飛車, 振り飛車		1974年1月	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0167-3.htm"",""3手詰ハンドブック"")"	B			2005年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/620/4-620-50475-0.htm"",""第55期将棋名人戦"")"	C	角換わり, 中飛車	毎日新聞社	1997年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75099-2.htm"",""スーパー将棋講座 駒落ち新定跡 すべての駒落ちをひとつの戦法で戦う、新発想の定跡書！"")"	B	四間飛車, 三間飛車		2005年5月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/7539/4-7539-1590-5.htm"",""羽生善治名人位防衛戦の舞台裏 羽生ＶＳ森内七番勝負での強さの秘密"")"	C			1996年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-69910-4.htm"",""一手精読☆現代将棋(10) 二上の名局 スピード感あふれる攻め ──二上美学の精華！"")"	C	居飛車, 中飛車, 三間飛車		1985年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-527-9.htm"",""週将ブックスオレンジシリーズ(17) 極め付け先手必勝法 カミソリ流ひねり飛車"")"	C	四間飛車		1988年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0076/0076-4041-5106.htm"",""詰め将棋必勝120題"")"	B			1973年4月	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/620/4-620-50474-2.htm"",""第54期将棋名人戦"")"	D	四間飛車, 角換わり	毎日新聞社	1996年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75070-4.htm"",""初段に挑戦する将棋シリーズ(20) 戦法別・ライバルを負かす法 どんな相手でもこの1冊でKO!!"")"	C	四間飛車, 居飛車, 振り飛車, 角換わり, 三間飛車, 中飛車		1988年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/381/4-381-00104-4.htm"",""MAN TO MAN BOOKS 続 楽しい詰将棋入門 ─5手詰・7手詰"")"	C			1976年12月	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/620/4-620-50473-4.htm"",""第53期将棋名人戦"")"	D	四間飛車, 角換わり, 居飛車	毎日新聞社	1995年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-67002-5.htm"",""一手決断・将棋戦法(2) 加藤流矢倉＋中飛車破り"")"	C	中飛車		1985年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/278/4-278-08161-8.htm"",""詰将棋ドーンと200題 5・7・9手"")"	B			1986年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/620/4-620-50472-6.htm"",""第五十二期将棋名人戦 全記録"")"	D	角換わり, 中飛車, 横歩取り	毎日新聞社	1994年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-1641-1.htm"",""週将ブックス 我が道を行く 定跡の裏街道"")"	B	四間飛車, 居飛車, 振り飛車, 横歩取り, 三間飛車, 中飛車	週刊将棋	2004年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/86137/4-86137-009-4.htm"",""最強将棋21 四間飛車破り【急戦編】"")"	S	四間飛車, 振り飛車, 居飛車		2005年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/620/4-620-50471-8.htm"",""第五十一期将棋名人戦 全記録"")"	C	四間飛車, 中飛車	毎日新聞社	1993年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0376/0376-062024-4334.htm"",""芹沢将棋教室(2) 詰めの基本と応用"")"	B			1966年5月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/415/4-415-04643-6.htm"",""LET'S PLAY SHOGI 詰将棋 実力テスト 一・二・三級"")"	B		田中寅彦	1989年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-67004-1.htm"",""一手決断☆将棋戦法(4) 中原流 必勝四間飛車"")"	C	四間飛車, 居飛車, 振り飛車		1986年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75057-7.htm"",""初段に挑戦するシリーズ(7) 棒銀戦法 攻めて攻めつぶせ！"")"	A	角換わり, 中飛車, 居飛車		1983年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75066-6.htm"",""初段に挑戦するシリーズ(16) とっておきの詰将棋 1"")"	B			1987年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75056-9.htm"",""初段に挑戦するシリーズ(6) 矢倉戦法 矢倉の核心に迫れ！"")"	B			1981年11月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75055-0.htm"",""初段に挑戦するシリーズ(5) 次の一手 最強の手筋 勝つ手は常に一つだ"")"	B	居飛車, 中飛車, 四間飛車, 三間飛車		1981年11月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75054-2.htm"",""初段に挑戦するシリーズ(4) 寄せの妙手 逆転の可能性を探る"")"	B			1981年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/1076/1076-1121-0651.htm"",""将讃ブックス スーパー矢倉戦略 なぜ、あなたは矢倉を指さないのか!?"")"	B	居飛車, 中飛車	田中寅彦	1983年12月	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/480/4-480-67001-7.htm"",""一手決断☆将棋戦法(1) 米長流 四間飛車撃破"")"	C	四間飛車, 居飛車		1985年11月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-653-4.htm"",""王様殺人事件"")"	A			1996年11月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/86137/4-86137-008-6.htm"",""HABU'S WORDS"")"	A			2000年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/490/4-490-10660-2.htm"",""日本将棋用語事典"")"	A	中飛車, 居飛車, 角換わり, 横歩取り, 振り飛車		2004年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0378-1.htm"",""谷川流寄せの法則 応用編"")"	A	角換わり, 中飛車, 横歩取り		2004年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89563/4-89563-506-6.htm"",""週将ブックスオレンジシリーズ(6) だるま流森安の 振り飛車のススメ"")"	D	四間飛車, 振り飛車		1986年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75053-4.htm"",""初段に挑戦するシリーズ(3) 振飛車戦法 【振飛車のコツをつかむ】"")"	A	四間飛車, 居飛車, 中飛車, 三間飛車		1980年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-1637-3.htm"",""新プロの将棋シリーズ(3) 田村流けんか殺法"")"	C	角換わり, 中飛車, 振り飛車		2004年11月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/278/4-278-08119-7.htm"",""中原誠の 3度将棋が強くなるシリーズ 居飛車穴熊 〔3度〕将棋が強くなる"")"	C	四間飛車, 中飛車, 居飛車		1987年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8399/4-8399-1697-7.htm"",""MYCOM将棋文庫SP 手筋の達人 矢倉の手筋が満載"")"	B			2005年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/1076/1076-1112-0651.htm"",""チャート式穴熊破り これを知らないと勝てない"")"	B	四間飛車, 居飛車	西村一義	1980年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75052-6.htm"",""初段に挑戦する将棋シリーズ(2) なぜ疑問手か？ イモ筋をプロ筋に!!"")"	A	横歩取り		1980年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/89287/4-89287-109-5.htm"",""王将ブックス 将棋入門 一手の奇襲"")"	C	中飛車		1993年7月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/278/4-278-08116-2.htm"",""中原誠の 3度将棋が強くなるシリーズ 必殺 美濃破り 〔3度〕将棋が強くなる"")"	C	四間飛車, 居飛車, 中飛車		1986年8月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/638/4-638-07232-1.htm"",""米長将棋全4巻-3 米長流基本手筋 実戦の急所 仕掛けの徹底研究"")"	C	四間飛車, 角換わり, 横歩取り, 三間飛車, 中飛車		1988年3月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/321/4-321-55214-1.htm"",""内藤国雄の次の一手シリーズ 石田流・穴熊破り"")"	B			1980年10月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/278/4-278-08114-6.htm"",""3度将棋が強くなるシリーズ 矢倉戦 〔3度〕将棋が強くなる"")"	C			1985年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/905689/4-905689-08-2.htm"",""(秘)初公開！ アマ将棋日本一になる法"")"	A			1986年12月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/638/4-638-07231-3.htm"",""米長将棋全4巻-2 米長流攻め方の基本手筋 一手入魂手筋の極意"")"	C	四間飛車, 中飛車		1987年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/86137/4-86137-003-5.htm"",""最強将棋レクチャーブックス(2) 寄せが見える本 【応用編】"")"	S			2004年5月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75051-8.htm"",""初段に挑戦する将棋シリーズ(1) 仕掛けの時機 攻めの原点を探る"")"	C	角換わり, 中飛車, 居飛車, 横歩取り		1980年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75046-1.htm"",""アマの将棋 ここが悪い！(6) 棒銀戦法"")"	B	角換わり, 振り飛車, 居飛車		2002年1月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/0276/0276-000057-4808.htm"",""花村流実戦将棋 ─鬼手・妙手入門─"")"	B			1976年	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/278/4-278-08115-4.htm"",""中原誠の 3度将棋が強くなるシリーズ 必殺 穴熊破り 〔3度〕将棋が強くなる"")"	D	居飛車		1986年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0229-7.htm"",""米長邦雄の本"")"	A			2004年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/638/4-638-07230-5.htm"",""米長将棋全4巻-1 米長流必ず勝つ基本手筋 米長手筋の基礎の基礎"")"	B	四間飛車, 角換わり, 中飛車, 三間飛車		1986年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/278/4-278-08118-9.htm"",""中原誠の 3度将棋が強くなるシリーズ 急戦腰掛銀 〔3度〕将棋が強くなる"")"	C			1987年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/1076/1076-1111-0651.htm"",""５人の一流棋士が明かす 将棋(秘)上達法"")"	A		奥山紅樹	1979年11月	"Not
        found at Amazon.co.jp"
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/278/4-278-08117-0.htm"",""中原誠の 3度将棋が強くなるシリーズ 急戦矢倉 〔3度〕将棋が強くなる"")"	C	中飛車		1987年2月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0113-4.htm"",""寅ちゃん流上達法 なかなか強くなれないと悩んでいる人へ"")"	B			1984年11月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/86137/4-86137-002-7.htm"",""最強将棋レクチャーブックス(1) 寄せが見える本 【基礎編】"")"	S			2004年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/87576/4-87576-993-8.htm"",""まんが羽生善治物語"")"	C		日本将棋連盟	1995年6月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0377-3.htm"",""羽生の法則 Volume 3 玉桂香の手筋"")"	B			2004年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/278/4-278-08110-3.htm"",""中原誠の 3度将棋が強くなるシリーズ 四間飛車 〔3度〕将棋が強くなる"")"	B	四間飛車, 居飛車		1984年4月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/422/4-422-75045-3.htm"",""アマの将棋 ここが悪い！(5) 居飛車穴熊戦法"")"	C	居飛車		2001年9月	
"=HYPERLINK(""https://rocky-and-hopper.sakura.ne.jp/Kisho-Michelin/8197/4-8197-0102-9.htm"",""青野流近代棒銀"")"	A	四間飛車, 角換わり		1983年8月	
